Business Name,Email,Phone,Fax,Web Site,City,Latitude,Longitude
Haida Gwaii Consulting Inc.,haidagwaiiconsulting@gmail.com,778-928-9217 ,,,Skidegate,53.2660904,-131.9911614
Haida Gwaii Forest Products,ecdev@mhtv.ca,250-626-3337,,,Masset,54.0340418,-132.175256
Haida Heritage Centre at Kay Llnagaay,gncorp1@gmail.com,877-557-4600,,http://haidaheritagecentre.com/,Skidegate,53.2488518,-131.9980927
Haida House at Tllaal,info@haidahouse.com,1-855-557-4600,1-800-930-2118,http://www.haidahouse.com,Tlell,53.5872744,-131.940867
Haida Land Management Services Corporation,ecdev@mhtv.ca,250-626-3337,250-626-5440,,Massett,54.0340418,-132.175256
Haida Salmon Restoration Corporation,,250-626-3337,250-626-5440,http://www.haidasalmonrestoration.com,Massett,54.0235431,-132.0216907
Haida Seafood Products,panache23@hotmail.com,250-626-3337,250-626-5440,,Masset,54.0340418,-132.175256
Haida Style Expeditions,info@haidastyle.com,250-637-1151,,http://haidastyle.com/,Skidegate,53.19287024,-132.1902466
Haida Wild,,250-626-3848,250-626-3847,,Masset,54.0097313,-132.1355926
HaiSea Marine Services Ltd,bcook@haiseamarine.com,250-639-7047,,,Haisla ,53.9742553,-128.6498233
Haisla & Progressive Ventures Construction Limited Partnership,info@pvlgroup.com,250-635-7459 ,,,Terrace,54.5122899,-128.6136751
Haisla Business Operations and Compass/ESS JV,,,,,Kitimat Village,53.9748438,-128.645748
Haisla/Mammoet Western Canada JV,,,,http://www.mammoet.com/,Kitimat Village,53.9748438,-128.645748
Halaw Management Group,halaw@halawgroup.com,604-200-3646,,http://www.halawgroup.com,West Vancouver,49.3270916,-123.137756
Halfway River Compass Ventures Ltd,info@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/halfway-river-compass-ventures-ltd.html,Wonowoon,56.727364,-121.9610636
Halfway River Frost LP,wfield@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/halfway-river-frost-lp.html,Wonowon,56.727364,-121.9610636
Halfway River Group of Companies,wfield@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/,Wonowon,56.727364,-121.9610636
Halfway River Horizon North Camp Services LP,wfield@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/halfway-river-horizon-north-camp-services-lp.html,Wonowon,56.727364,-121.9610636
Halfway River IDL LP,wfield@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/halfway-river-idl-lp.html,Wonowon,56.727364,-121.9610636
Halfway River Mountainview Safety LP,wfield@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/halfway-river-mountainview-safety-ltd.html,Wonowon,56.727364,-121.9610636
Halfway River Skyline Helicopter Services,wfield@halfwayrivergroup.ca,250-261-4776,,http://halfwayrivergroup.ca/halfway-river-skyline-helicopter-services.html,Wonowon,56.727364,-121.9610636
Halfway River Ventures Ltd.,mwoloschuk@hrvl.ca,250-263-4372,250-772-5124,,Wonowon,56.727364,-121.9610636
Halfway River Western Canadian Mulching ,wfield@halfwayrivergroup.ca,250-261-4775,,http://halfwayrivergroup.ca/halfway-river-western-canadian-mulching-ltd.html,Wonowon,56.727364,-121.9610636
Hansen Forest Management Ltd.,hfmltd@uniserve.com,604-869-1597,,http://www.ic.gc.ca,Hope,49.38,-121.4413889
Harmony Custom Kitchen & Bath Design Ltd.,harmonykitchens@telus.net,250-575-7466,250-707-3869,,Westbank,49.8414241,-119.610806
Harold C. Joe Productions,,250-732-1261,,,Duncan,48.775769,-123.709803
Harris Auto,,604-796-9166,,,Agassiz,49.2726428,-121.7300086
Harrison Media Group,valharrison@shaw.ca,604-261-8300,,,Vancouver,49.2072514,-123.1427038
Harvest Moon Consultants Ltd.,chris@chriscorrigan.com,604-947-9236,,http://www.chriscorrigan.com,Bowen Island,49.3882813,-123.3321273
Harwood Custom Composites,info@hccaerospace.ca,250-656-0392,250-656-0393,http://www.hcc-aero.com,Sidney,48.6451554,-123.4208368
Hazelton Gravel Products,robhgp@telus.net,250-842-8253,,,South Hazelton,55.2374879,-127.6556135
Heartland Economics,dgill@wfn.ca,250-768-5617,,http://www.wfndc.ca/,Westbank,49.8382577,-119.6018824
HeavenScent Catering,heavenscentcatering@shaw.ca,250-754-5233,250-754-5233,http://www.heavenscentcatering.com,Nanaimo,49.1553793,-123.9585252
Heiltsuk Coastal Forest Products Ltd.,gary.wilson@heiltsukdevco.com,250-957-2971,250-957-2944,http://www.heiltsukdevco.com/corporate-structure,Bella Bella,52.165131,-128.144839
Heiltsuk Economic Development Corporation,gary.wilson@heiltsukdevco.com,250-957-2217,250-957-2522,http://www.heiltsukdevco.com,Bella Bella,52.1618739,-128.1444808
Heiltsuk Fisheries Management Ltd.,gary.wilson@heiltsukdevco.com,250-957-2324,250-957-2121,http://www.heiltsukdevco.com/corporate-structure,Bella Bella,52.165131,-128.144839
Henderson Lake Lodge,Monty.Horton@uchucklesaht.ca,250-724-1832,250-724-1806,,Port Alberni,49.2344445,-124.8058333
Here For You,beyond.langlois@gmail.com,250-819-8156,,,Kamloops,50.7738691,-120.3341516
Heritage Painting & Decorating,heritage.painters09@gmail.com,604-818-5485,,http://heritagepaintingvancouver.ca,Vancouver,49.2314121,-123.0788905
HG Excavating,,250-732-3838,,,Duncan,48.7671302,-123.6885188
Hiellen Longhouse Village,hiellenlonghouses@gmail.com,888-378-4422,,http://www.haidalonghouses.ca/home.html,Old Masset,54.04031543,-132.1883583
High Drive Resources Inc.,travisa_07@hotmail.com,250-457-3075,,,Cache Creek,50.8213306,-121.3830344
Himwitsa Lodge,tofino@himwitsa.com,250-725-2017,,http://www.himwitsa.com,Tofino,49.1535327,-125.9091775
Hohn Construction,Thohn@live.ca,250-768-7597,250-768-7587,,Westbank,49.8421902,-119.5890883
Holtom Forestry Consulting ,dh@hfc1wl.com,250-398-9806,250-398-9806,,Williams Lake,52.1488919,-122.1591511
Homalco Forestry Limited Partnership,m.enevoldsen@homalco.com,250-830-7571,,,Campbell River,50.0230556,-125.2436111
Hooksum Outdoor School,info@hooksumschool.com,250-670-1120,,http://www.hooksumschool.com,Tofino,49.1530556,-125.9044444
Hooktender Sport Fishing Adventures,hooktendersportfishing@gmail.com,250-202-3474,,http://www.mnbc.ca/business-directory/hooktender-sportfishing-adventures,Campbell River,49.9639937,-125.2148986
Horn River Construction Ltd.,norm.hornriver@gmail.com,250-321-5115,,,Fort Nelson,58.8055556,-122.6972222
Hot Spot Arts and Crafts,kdunstan@lyttonfirstnations.com,250-455-2304,,https://www.facebook.com/LFNHotSpotArtsCrafts/timeline,Lytton,50.2393074,-121.5751508
Hot Springs Lodge,hesquiaht.forestry@gmail.com,250-670-1106 or 250-670-1100,250-670-1102,,Tofino,49.1530556,-125.9044444
Hot Springs Water Taxi,hesquiahtreception@gmail.com,250-670-1100,,,Tofino,49.1530556,-125.9044444
House of Himwitsa Native Art Gallery,tofino@himwitsa.com,250-725-2017,,http://www.himwitsa.com,Tofino,49.1535327,-125.9091775
House of Sim-Oi-Ghets,Kitsumkalum@citywest.ca,250-638-1629,250-635-6110,http://www.kitsumkalum.bc.ca/hos.html,Terrace,54.522507,-128.666827
HR Achieve,ted@hrachieve.com,604-603-7534,,http://www.hrachieve.com,Gibsons,49.4026837,-123.5187789
HSI – Hobbs Strategic Insights,info@strategicinsights.ca,604-626-8296,,https://strategicinsights.ca,,,
HummingBird Event Productions,hummingbird.event@telus.net,604-438-1111,,http://www.hummingevents.com,Vancouver,49.2451402,-123.0375128
Humour for Health,info@humourforhealth.com,604-685-0345,,http://www.humourforhealth.com,Vancouver,49.2746087,-123.1258798
Huu-ay-aht Development Corp,sjcoleman@me.com,778-421-2663,778-421-2664,http://hfndevelopmentlp.org/,Bamfield,48.8333334,-125.1333333
Huu-ay-aht First Nation Market LP,,250-728-2000,,http://hfndevelopmentlp.org/market/,Bamfield,48.8258005,-125.1338101
Huu-ay-aht First Nations Gravel LP,stan.c@huuayaht.com,250-728-3414,,http://hfndevelopmentlp.org/gravel/,Port Alberni,49.263878,-124.7595819
Huu-ay-aht Management LP,stan.c@huuayaht.com,250-728-3414,,http://www.hfndevelopmentlp.org,Port Alberni,49.263878,-124.7595819
Huupii Spirit,huupiispirit@hotmail.com,250-731-6186,,https://huupiispirit.wordpress.com/contact-us/,Port Alberni,49.2666761,-124.8473977
Hyistuup Harvesting,michellecorfield@shaw.ca,250-754-7540,,,Nanaimo,49.1406133,-123.9241225
Hypnotist Scott Ward,scott@scottward.net,1-877-600-1018,,http://www.scottward.net/,Victoria,48.4283334,-123.3647222
IARS Systems Engineers Inc,bharris@IARS-SYSENG.COM,604-926-9270,,http://www.iars-syseng.com/,West Vancouver,49.3271326,-123.1377576
Ideas In Bloom,info@ideasinbloom.ca,604-438-1111,,,Surrey,49.1179376,-122.723821
IDL Projects Ltd.,info@idlprojects.com,250-649-0561,,http://www.idlprojects.com/,Prince George,53.8767219,-122.7388295
Ignace Burke Contracting Inc.,,250-774-2270,250-233-8462,,Fort Nelson,58.816786,-122.534295
I'Hos Cultural Tours,info@ihostours.com,604-483-1308,,https://twitter.com/IHosTours,Lund,49.83421806,-124.528656
I-HOS Gallery,sales@ihosgallery.com,250-339-7702,,http://www.ihosgallery.com/,Courtenay,49.6782006,-124.9584787
Iisaak Forest Resources Ltd. ,info@iisaak.com,250-726-7037,250-726-7289,http://www.iisaak.com,Ucluelet,48.9427778,-125.5461111
Impalla Security Services Inc.,impallasecurity@shaw.ca,,,,Cranbrook,49.5138589,-115.7629171
In Touch Self Care,romypritchard@gmail.com,250-920-0370,,http://www.intouchselfcare.com,Victoria,48.4623795,-123.3617886
Independent Installations- Windows and doors,ilingham@hotmail.com,604-781-0614,,http://www.independentinstallations.ca,Port Coquitlam,49.2433644,-122.7847082
IndGenesis Environmental,brett.marchant@indgenesis.com,604-368-1801,,http://www.indgenesis.com,Vancouver ,49.2296113,-123.1997296
INDI Indigenous Development Inc.,info@indi-dev.com,604-271-7475,,http://www.indi-dev.com,Richmond,49.1269572,-123.0960015
Indian Head Contracting Inc.,ihcontracting@yahoo.ca,778-294-1968,604-542-2980,http://www.indianheadcontracting.ca,White Rock ,49.0568466,-122.8081266
Indigena Solutions LP,info@indigenasolutions.com,604-549-5866,,http://www.indigenasolutions.com,Delta,49.1690422,-122.9592417
Indigenous Canada Solutions Ltd. (ICS),angus@ics2020.ca,,,,Prince Rupert,54.31194,-130.3232
Indigenous Community for Leadership & Development,mandi@icld.ca,604-899-2400,,http://www.icld.ca/,North Delta,49.1664981,-122.9179771
Indigenous Corporate Training Inc.,info@ictinc.ca,888-986-4055,888-688-6418,http://www.ictinc.ca,Port Coquitlam,49.2667241,-122.7770154
Indigenous Innovations Consulting,marciadawson@shaw.ca,250-590-9190,,http://marcia-dawson.com/,Victoria,48.4338014,-123.3310563
Indigenous Women's Business Network,info@indigenouswomenbc.com,604-607-5323,,http://www.indigenouswomenbc.com,Surrey,49.2001607,-122.9114322
Indigenuity Consulting Group Inc.,cheryl@indigenuity.ca,250-746-1040,877-418-1040,http://www.indigenuity.ca,Duncan ,48.7895059,-123.6916008
Inlailawatsh Forest Products Ltd.,admin@inlailawatash.ca,604-924-4169,604-929-4158,http://www.twnation.ca/en/Business/IFLP.aspx,North Vancouver,49.3111567,-122.9856729
Inland Rentals Ltd - Rapid Lube & Wash,l_jgoulet@msn.com,250-785-2191,250-785-5991,,Fort St John,56.2464965,-120.8675481
InShuckCh Development Corporation (IDC),general@inshuckch.com,604-820-6873,604-820-6847,http://inshuckch.com/business/economic-development/,Deroche,49.1738435,-122.0821808
Inspire Chiropractic & Wellness Studio,inspirechiropractickamloops@gmail.com,778-471-5888,,http://inspirechiropractickamloops.com/,Kamloops,50.6797828,-120.2657983
Integral Containment Systems Inc.,jim@integralcontainment.com,604-597-7404,604-542-2980,http://www.integralcontainment.com/,White Rock,49.0202246,-122.7868006
Integral Creative,tom@integralcreative.ca,250-885-9070,,http://www.integralcreative.ca,Victoria,48.4135593,-123.3733596
Integrity Floors Ltd,info@IntegrityFloors.net,604-833-7444,604-543-9859,http://www.integrityfloors.net/default.asp,Surrey,49.1564188,-122.7838222
InterConnect Canada Inc.,teka.everstz@interconnectcanada.com,778.883.8352,,https://www.interconnectcanada.com/,Vancouver,49.2338518,-123.1199039
International Internet Advertising Services Inc.,mike@iias.com,,604-556-3835,http://www.iias.com,Abbotsfford,49.0493795,-122.290374
Internet Advertising,info@iias.com,604-556-0211,604-556-3835,http://www.iias.com,Abbotsford ,49.0493795,-122.290374
Intuitive Readings & Mediumship,staceyhd@shaw.ca,250-747-0505,,http://bodysoulspiritexpo.com/profiles.php3?sortby=city&city=Quesnel,Quesnel,52.9797223,-122.4936111
Inukshuk Excavating,inukshuk.excavating@gmail.com,604-317-4634,,,Mission,49.1412346,-122.3282357
Inzana Lake Lodge,inzanalodge@gmail.com,250-996-4409,,http://inzanalakelodge.ca,Fort St James,54.4444445,-124.2591667
Iron Wolf Bridge Bridge and Steel,george@888asp.com,W: 250-748-1455 C: 604-219-3903,,,Duncan,48.7705998,-123.6989361
Iskut Corp,calvincarlick@gmail.com,250-234-3331,250-234-3200,,Iskut,57.8375,-129.9875
iSto:lo Media Solutions,francine.douglas@hotmail.com,604-798-8143,,https://www.youtube.com/channel/UCmw9e33pD95FFH7kFc7rWLA,Chilliwack,49.1416185,-121.94097
It Works Body Wraps by Heather,heatherbob@hotmail.ca,250-318-8328,,http://heatherbob.myitworks.com/,Kamloops,50.6758334,-120.3394444
IVL Contracting Ltd. ,gary@ivl-contracting.com,250-256-7474,250-256-7475,http://ivl-contracting.com/,Lillooet,50.6938889,-121.9336111
Ivy Green Petroleum Services,ray.gauthier@coastsalishdevcorp.com,250-924-2444,,http://coastsalishdevcorp.com/page/ivy-green,Ladysmith,49.0146775,-123.8517994
Iyon Kechika Contracting Ltd.,derekloots@hotmail.com,250-779-3010,,,Lower Post,59.9333334,-128.5
J B & S.T.A.R First Aid Services,aesam@shaw.ca,250-793-5229,250-787-2273,,Fort St John,56.2520412,-120.8363601
J.Hunter & Sons Contracting Ltd,j.hunterenergy@gmail.com,250-772-5098,250-785-3515,,Wonowon,56.7333334,-121.8
Jaboon Holdings Ltd,general.manager@saikuz.com,205-996-0088,,,Vanderhoof,53.9436555,-124.11653
JAG Trucking,audreywoods@hotmail.com,250-374-4809,,,Kamloops,55.258807,-127.6631386
James W. Pflanz Barrister & Solicitor,james@jwplegal.com,604-219-5003,,http://www.jwplegal.com,Vancouver,49.2855494,-123.1148872
Jay Lambert Consulting,jay@jaylambert.ca,604-619-9153,,,Chilliwack,49.1090952,-121.9707855
JC Electric,,250-542-7799,,http://www.jcelectricvernon.ca/,Vernon,50.3253544,-119.3609236
JF Archanan Porta Potty Rentals,jfarch1@telus.net,250-315-1392,,,Quilchena ,50.1666667,-120.5
Jimmy Bonneau Predator Control,bonneaufamily@hotmail.com,V1T 7Z3,,,Vernon,50.2666667,-119.2716667
Jobkat Exacavating ,jobkat@shaw.ca,250-341-1252,250-342-9712,,Invermere,50.5391895,-116.0679958
Joe Apsassin & Sons Contracting,neil_feild@yahoo.com,250-630-2496,,,Buick,56.7597223,-121.275
Joe Jack Design Studio,order@joejack.com,250-732-5095,,http://www.joejack.com,Duncan,48.7695974,-123.6898787
Joel Perkins – Financial Planning,joel.perkins@investorsgroup.com,778-426-1992,778-426-1932,,Victoria,48.425692,-123.3637122
John Bell - Bowmaking,belljn@hotmail.com,250-923-6646,250-923-6108,,Campbell River,49.9917798,-125.2422774
Johnny's on the Rez,manager.johntherez@telus.net,250-378-9557,,,Merritt,50.137195,-120.8505321
JR Ellis EXCAVATING LTD,jrexc@shaw.ca,250-756-4399,250-756-9936,,Nanaimo,49.2203405,-124.0111353
Juniper Creek Run of River JV,,604-293-3119,,,South Hazelton,55.2558334,-127.6755555
JWP Legal Services,james@jwplegal.com,604-219-5003,604-484-2204,,Vancouver,49.2767439,-123.1293166
K & L Contracting Ltd,megan@kandlcontracting.ca,604-794-0107,604-794-0197,http://www.kandlcontracting.ca,Rosedale,49.1833334,-121.8
K & Q Catering,,604-845-5604,,,Rosedale,49.1880315,-121.7872998
K & V Store,,250-842-5000,,,Hazelton,55.2535487,-127.6708986
K Lawson Trucking,,250-600-6643,,,Prince Rupert,59.6,-134.1833333
K’awat’si Tours,info@kawatsiTours.ca,250-230-3574,,http://nakwaktorapidstours.com/,Port Hardy,50.72406387,-127.4934311
K-2 Services Ltd. Coffee Delivery,krum@fsjbc.com,250-787-0935,,,Charlie Lake,56.2833334,-120.95
Kaamsim Contracting Ltd,kaamsim.ltd@hotmail.com,,,,Terrace,54.5163889,-128.5997222
Kalmar Construction Ltd.,kim@kalmarconstruction.com,250-787-7118,250-787-5110,http://www.kalmarconstruction.com/,Fort St John,56.2356031,-120.8484013
Kalum Rock Quarry and Logistics Park,tbennett@kitsumkalum.bc.ca,250-635-5000,,http://www.kalumquarry.com/,Terrace,54.5223222,-128.6653491
Kalum Ventures Ltd.,lyle.kvl@telus.net,250-635-8060,,http://www.kvlp.ca/index.html,Terrace,54.5163889,-128.5997222
Kamloops Indian Band Development Corporation,info@tkemlups.ca,250-314-1525,,http://www.tkemlupsbusiness.ca/,Kamloops,50.6803744,-120.2947475
Kaoham Shuttle,,250-259-8300,,http://tsalalh.net/shuttle.html,Shalath,50.7282,-122.2176
Karl Morgan Carving,karlmorgantfn@gmail.com,604-781-9439,,,Tsawwassen ,49.0080556,-123.1283333
Katie Hommy- Dominion Lending Centre,katiehommy@shaw.ca,250-619-0939,1-888-778-6872,http://www.katiehommy.ca,Nanaimo ,49.209565,-124.0165703
Katzie Coast Marine ,gord@coastmarine.ca,604-544-5060,,,Vancouver,49.2839983,-123.0800292
Katzie Development Corp.,info@kdcarch.com,604-460-8837,604-460-8937,http://kdlp.ca/,Pitt Meadows,49.2015521,-122.6772618
KC Hardware,cleanslate@kica.ca,250-771-3033,,,Dease Lake,58.4333334,-130.0241667
Kec's Gallery & Giftshop,,250-256-2144,,,Lillooet,50.6938889,-121.9336111
Keda Propane,,250-771-3162,,,Dease Lake,58.4333334,-130.0241667
Keith & Co. Firewood,,250-842-5000,,,Hazelton,55.2535487,-127.6708986
Kekuli Aboriginal Properties Inc.,franchise@kekulicafe.com,250-808-7267,250-768-3515,http://www.kekulicafe.com/,Merritt,50.1482,-121.0354
Kekuli Aboriginal Restaurant Consulting,corporate@kekulicafe.com,250-808-7267,250-768-3515,http://www.kekulicafe.com/,Merritt,50.1482,-121.0354
Kekuli Cafe Coffee House,franchise@kekulicafe.com,250-768-3555,,http://www.kekulicafe.com/franchise-info/,Westbank,49.8354428,-119.6185377
Kenzie Girl Water Taxi Services,yellowstone@hotmail.com,250-670-2552,250-670-2558,,Ahousaht,49.2527948,-126.0994881
Khot-la-cha Art Gallery & Gift Shop,khotlachaart@shaw.ca,604-987-3339,604-988-1930,http://www.khot-la-cha.com,North Vancouver,49.3210526,-123.1209412
Khowutzun Development Corporation,,250-746-8350,250-746-8375,http://www.khowutzun.com/,Duncan,48.7735298,-123.7030871
Khowutzun Forest Services Ltd.,aldelisle@shaw.ca,250-746-4555,250-746-8342,http://www.khowutzunforest.com,Duncan,48.7735298,-123.7030871
Kilshaw's Auctioneers,auctions@kilshaws.com,250-384-6441 ,,http://www.kilshaws.com/,Victoria,48.4232934,-123.3534484
Kim Baird Strategic Consulting,hello@kimbaird.ca,604-839-3690,,http://www.kimbaird.ca,Tsawwassen ,49.035332,-123.0972095
Kisik Aerial Survey Inc,info@kisik.ca,604-946-8830,604-946-8837,http://www.kisik.ca,Delta,49.081535,-123.0156237
Kispiox Gasbar,jane.williams@kispioxband.com,250-842-6056,,,Kispiox,55.3521965,-127.692514
Kitimat Handi-Dart Transport Services,,,,,Kitimat,54.0533334,-128.6522222
Kitselas Development Corporation,j.dopson@kitselasdlp.ca,250-638-8881,,http://www.kitselas.com/,Terrace,54.4939997,-128.5838894
Kitsumkalum Boat Launch & RV Park,kitsumkalum@citywest.ca,250-635-6177,250-635-4622,http://www.kitsumkalum.bc.ca/boatrvpark.html,Terrace,54.5215,-128.6632
Kitsumkalum Development Corporation,tbennett@kitsumkalum.bc.ca,250-635-6177,,http://www.kitsumkalum.bc.ca/contact.html,Terrace,54.594104,-128.646134
Kitsumkalum Hall Rental,kitsumkalum@citywest.ca,250-635-6177,250-635-4622,http://www.kitsumkalum.bc.ca/hall.html,Terrace,54.5164628,-128.6129688
Kitsumkalum Tempo Gas Bar,,250-635-0017,250-635-0053,http://www.kitsumkalum.bc.ca/tempo.html,Terrace,54.5160392,-128.6059166
Klappan River Services Ltd,jkeyes@marwestutility.com,250-377-4655,,http://marwestutility.com/,Kamloops,50.711608,-120.327667
Klatassine Resources Ltd,hunlins@hotmail.com,250-394-4212,,,Alexis Creek,52.0833334,-123.2833333
Klee Cho Helicopters,,250-748-1455    ,cell: 604-219-3905,,Duncan,48.7700668,-123.6989292
Klitsa Doors (2102) Ltd,klitsa@shaw.ca,250-724-4721,250-723-9576,http://www.klitsadoors.com/,Port Alberni,49.2344445,-124.8058333
Knotts Landing,knottslanding@laxband.net,250-625-3445,,http://laxkwalaams.ca/local-business-and-services/,Port Simpson,54.5566667,-130.4336111
Knotty By Nature Fibre Arts,info@kbnfibres.ca,250-412-0198,,http://kbnfibres.ca,Victoria,48.4132272,-123.3338319
Know Your Home Inspection Services,stresidder@shaw.ca,604-512-3667,,http://knowyourhomeinspections.ca/,North Vancouver,49.3069326,-123.0178759
Knucwentwe'cw Development Corporation,jacquie@kdcenterprises.ca,250-373-0088,250-373-0060,https://www.facebook.com/pages/Knucwentwecw-Development-Corporation/344372892363408,Savona,50.75,-120.8333333
Komabasket Park,karen.babiuk@okanagan.org,250-542-0541,,,Vernon,50.352375,-119.325056
Kootenay Kwik Print,glenn@kootenaykwikprint.com,250-489-4213,250-426-4440,http://kootenaykwikprint.com/,Cranbrook,49.5126403,-115.7676726
Kozlowski Construction Ltd,kozlowskicnst@shaw.ca,250-723-9572,,,Port Alberni,49.2732324,-124.8102599
'Ksan Campground,bob@gitanmaax.com,250-842-5940,250-842-6364,http://www.gitanmaax.com/SitePages/KSAN.aspx,Hazelton,55.2558334,-127.6755555
Ksan Historical Village,ksan@gitanmaax.com,250-842-5544,,http://www.ksan.org,Hazelton,55.2625999,-127.6473999
Ksan Historical Village and Museum,ksan@ksan.org,250-842-5544,,http://ksan.org,Hazelton,55.2596329,-127.6537263
KSDavison & Associates,kelly.davison@ksdandassociates.com,778-789-6448,,http://www.ksdandassociates.com,New Westminster,49.2147031,-122.8977928
Kuehne + Nagel Ltd.- Haisla Joint Venture Partnership,,778-373-7860,604-688-3290,http://www.kn-portal.com/locations/north_america/canada/,Kitimat,54.0532502,-128.6600177
Kulus Consulting and Development ,kulus@shaw.ca,778-355-3136,,http://www.gladuereports.com,Cquitlam,49.266627,-122.8548958
Kuterra ,jo@runninglight.ca,250-974-3599,,http://www.kuterra.com/,Alert Bay,50.5951217,-126.9280404
Kwadacha Community Store ,,250-471-2600 ,,,Fort Ware,57.4208334,-125.6222222
Kwadacha Nation Resources Limited Partnership,danny.case8@gmail.com,250-471-2044 ,,,Fort Ware,57.4208334,-125.6222222
Kwadacha Natural Resources Agency Ltd.,danny.case8@gmail.com,250-471-2044,250-471-2045,http://www.kaskadenacouncil.com/kaska-nations/kwadacha-nation,Fort Ware,57.4208334,-125.6222222
Kwadacha Saw Mill,,250-471-2044 ,,,Prince George,53.913274,-122.733321
Kwagis Power,Enquiries@brookfieldrenewable.com,1-888-327-2722,,http://www.namgis.bc.ca/companies/kwagis-power-limited-partnership/,Alert Bay,50.5951217,-126.9280404
Kwakwati - Sea Otter Taxi,,250-332-5232,,,Kyuquot,50.0333334,-127.3666667
Kwassen Productions Inc.,steve.sxwithultxw@gmail.com,250-588-9253,,http://www.kwassen.ca,Victoria,48.4146197,-123.3791794
KWDuCharme Consulting Services,kevinducharme@hotmail.com,,,,Port Moody,49.2836407,-122.8692596
Kweykway Consulting,info@kweykway.ca,604-987-5455,,http://www.kweykway.ca,West Vancouver,49.3225819,-123.1307852
Kwisitis Feasthouse,info@wyapoint.com,250-726-2628,,http://www.kwisitisfeasthouse.com,Ucluelet,48.94031772,-125.5459213
Kyah Industries Ltd.,,250-847-2133,,http://mbed.ca/business-relationships/kyah-industries-ltd/,Smithers,55.019494,-127.330422
Kyahwood Forest Products,mboivin@bulkley.net,250-847-1577,250-847-2763,http://kyahwood.com/,Moricetown,55.0112313,-127.3425886
L & S Custom Sawmills,divon@hughes.net,,,,Heffley Creek,50.8434085,-120.0664343
La Liberte Cronin & Co,info@bc-criminal-law.com,604-669-8602,,http://bc-criminal-law.com,Vancouver,49.2810971,-123.1188201
Lake Babine Nation Economic Development Society,downstairsreception@lakebabine.com,250-692-4700,250-692-4790,http://www.lakebabine.com/,Burns Lake,54.4389514,-124.2559907
Lakeshore Resort & Campground,lakeshore@akisqnuk.org,250-342-6352,,http://www.lakeshoreresortcampground.com/,Windermere,50.4748958,-115.9876184
Lakeview Gas Station,jfarch1@telus.net,250-315-1392,,,Quilchena,50.1228632,-120.7662389
Lama Pass Fuel Co. Ltd,,250-957-2440,250-957-2622,http://www.heiltsukdevco.com/hedc-business/group-of-companies,Bella Bella,52.160543,-128.145584
LaRock Dezines,larockdezines@hotmail.com,604-703-9680,,,Chilliwack,49.13299,-121.9207919
LaRock's Chop Shop,larockdezines@hotmail.com,604-703-9680,,,Chilliwack,49.13299,-121.9207919
Latash Native Art,delhia.nahanee@gmail.com,778-389-6706,,https://www.facebook.com/Latash7,North Vancouver,49.3183208,-123.0883392
Lavina Estates,monette.couch@gmail.com,250-899-3233,,,Armstrong,50.4998256,-119.2462285
Lawn Sharks Yard Care,lawnsharks2011@gmail.com,250-731-7601,,,Port Alberni,49.2344445,-124.8058333
Lax Kw'alaams Construction Solutions Group,ctrwaynedrury@gmail.com,,,,Port Simpson,54.5582285,-130.4334676
Lax Kw'alaams Energy Rentals Inc.,ctrwaynedrury@gmail.com,,,,Port Simpson,54.5582285,-130.4334676
Lax Kw'alaams Environmental Remediation Group LP,ctrwaynedrury@gmail.com,,,,Port Simpson,54.5582285,-130.4334676
Lax Kw'alaams Ferry Corporation,careers@rupertport.com,250-624-5411,,,Prince Rupert,54.3127778,-130.3252778
Lax Kw'alaams Holdings Ltd.,bob.ecdev.laxband@gmail.com,250-625-3075,,,Prince Rupert,54.5582285,-130.4334676
"Lax Kw'alaams Modular, Sales, and Leasing Solutions LP",ctrwaynedrury@gmail.com,,,,Port Simpson,54.5582285,-130.4334676
Laxgalts'ap Forest Company Ltd,mstevens@3xgmm.com,250-621-3286,250-621-3266,,Greenville,55.0547288,-129.5226203
Le7Ke Spa,,250-679-3018,,http://www.quaaoutlodge.com,Chase,50.8757408,-119.6152098
Leader Silviculture Ltd.,leaders@telus.net,604-898-4499,604-898-4493,https://leadersilviculture.wordpress.com/,Garibaldi Highlands,49.3138033,-122.9748243
Leanne Helin Tsimshian Native Jewellery,leanne-helin@shaw.ca,250-468-9299,250-468-1669,http://www.leannehelin.com,Nanoose Bay,49.2640827,-124.2364353
Ledcor Kitimat ,,,,http://haisla.ca/,Kitimat Village,53.973206,-128.648071
Legend Logos,sales@legendlogos.ca,1-877-428-2977,,,Creston,49.064094,-116.5201159
Leko Precast Ltd 2011,info@lekoprecast.com,250-549-3010,250-549-3011,http://www.lekoprecast.com/,Vernon,50.2666667,-119.2716667
lelem' Arts & Cultural Cafe,info@lelem.ca,604-343-9277,,http://lelem.ca/,Fort Langley ,49.16038366,-122.5884224
Leon Taylor Trucking,taylor_trucking@hotmail.com,250-695-6310,,,Burns Lake,54.2302778,-125.7644444
